구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국외영화,프랑스,아메리칸섹슈얼라이프,청소년관람불가,4,4,4,3,3,4,4
국외영화,미국,50/50,15세이상관람가,2,3,2,2,3,3,2
국외영화,미국,신들의전쟁3D,청소년관람불가,3,3,4,3,1,3,2
국외영화,미국,스트레스를부르는그이름직장상사,청소년관람불가,4,4,3,2,3,4,3
국외영화,기타,무협,15세이상관람가,3,1,3,3,1,3,2
국외영화,기타,로프트,청소년관람불가,4,4,4,3,4,4,4
국외영화,기타,애니멀킹덤,청소년관람불가,4,2,4,3,4,3,3
국외영화,미국,체인지업,청소년관람불가,4,4,2,1,4,4,3
국외영화,미국,댄스플릭,15세이상관람가,3,3,2,1,1,3,2
국외영화,미국,악질경찰,청소년관람불가,4,3,4,2,4,4,4
국외영화,미국,신들의전쟁,청소년관람불가,3,3,4,3,1,3,2
국외영화,미국,세컨즈어파트,청소년관람불가,4,2,4,4,4,3,3
국외영화,기타,다이,청소년관람불가,3,2,4,3,4,3,3
국외영화,미국,언더그라운드,청소년관람불가,3,3,4,4,4,3,2
국외영화,기타,웨이크우드,청소년관람불가,4,3,4,4,1,3,3
국외영화,미국,드라이브,청소년관람불가,3,3,4,3,1,3,4
국외영화,기타,S중독자의고백,청소년관람불가,4,4,3,2,4,4,4
국외영화,기타,푸치니의여인,15세이상관람가,3,3,1,1,1,3,1
국외영화,미국,워리어-감독판,15세이상관람가,3,1,3,2,2,3,2
국외영화,미국,타워하이스트,12세이상관람가,2,2,2,1,1,2,2
국외영화,미국,파라노말액티비티3,12세이상관람가,2,2,1,2,2,2,2
국외영화,기타,뷰티풀 엑스,청소년관람불가,4,4,4,3,4,4,4
국외영화,기타,서풍렬,청소년관람불가,3,3,4,3,1,3,2
국외영화,기타,투명인간그리프,12세이상관람가,2,1,2,1,1,2,1
국외영화,기타,바토리,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,마린스키 발레 지젤3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,멘투비,12세이상관람가,2,2,2,1,1,2,1
국외영화,미국,워리어,15세이상관람가,3,1,3,2,2,3,2
국외영화,미국,윈윈,12세이상관람가,2,1,2,1,2,2,2
국외영화,일본,마징카이저,12세이상관람가,2,2,2,2,1,2,2
국외영화,기타,로봇,15세이상관람가,2,2,3,3,1,3,1
국외영화,미국,머니볼,12세이상관람가,2,1,1,1,1,2,1
국외영화,일본,치명적사랑愛-문신2,청소년관람불가,4,4,4,2,1,4,4
국외영화,기타,슬리핑 뷰티,청소년관람불가,4,4,4,3,4,4,4
국외영화,영국,나인송즈,청소년관람불가,4,4,1,1,2,4,4
국외영화,기타,브로큰러브송,15세이상관람가,3,3,1,1,1,3,2
국외영화,기타,노킹온헤븐스도어,15세이상관람가,3,3,3,2,2,3,3
국외영화,일본,록본기호스티스납치사건2,청소년관람불가,4,4,4,2,2,4,4
국외영화,기타,청원,12세이상관람가,2,1,1,1,1,2,2
국외영화,미국,프렌즈위드베네핏,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,그레이브인카운터,15세이상관람가,3,1,2,3,1,2,2
국외영화,미국,네무덤에침을뱉어라,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,발퀴레,전체관람가,1,1,1,1,1,1,1
국외영화,기타,위대한계시,전체관람가,1,1,1,1,1,1,1
국외영화,일본,길잃은고양이,청소년관람불가,4,4,4,3,2,4,4
국외영화,일본,새색시의얌전한육체,청소년관람불가,4,4,4,1,1,4,4
국외영화,영국,쟈니잉글리쉬2-네버다이,전체관람가,1,1,1,1,1,1,1
국외영화,미국,인타임,12세이상관람가,2,2,2,1,1,2,1
국외영화,미국,스톤,청소년관람불가,4,4,4,3,2,4,3
국외영화,미국,유투3D,전체관람가,1,1,1,1,1,1,1
국외영화,일본,불륜백서,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,자매의밀회,청소년관람불가,4,4,4,3,1,4,4
국외영화,일본,케이-20:괴도가면,전체관람가,1,1,1,1,1,1,1
국외영화,일본,형수님의나른한오후,청소년관람불가,4,4,3,1,1,4,4
국외영화,기타,메란타우,15세이상관람가,3,2,3,2,1,2,3
국외영화,미국,새크리파이스,청소년관람불가,4,4,4,3,4,3,4
국외영화,기타,씨민과나데르의별거,12세이상관람가,2,1,1,1,1,1,1
국외영화,미국,뮤직네버스탑,12세이상관람가,2,1,2,1,1,2,1
국외영화,기타,삼총사,12세이상관람가,1,1,2,1,1,1,1
국외영화,기타,삼총사3D,12세이상관람가,1,1,2,1,1,1,1
국외영화,기타,열두살샘,12세이상관람가,1,1,1,1,2,2,2
국외영화,미국,트리오브라이프,15세이상관람가,3,1,2,1,1,3,2
국외영화,기타,네번,전체관람가,1,1,1,1,1,1,1
국외영화,기타,데미지,청소년관람불가,4,2,4,3,1,3,3
국외영화,일본,나미다츠보-사랑의흔적,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,치명적사랑愛-문신,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,마지막군단,12세이상관람가,2,2,2,2,1,2,1
국외영화,미국,어브덕션,15세이상관람가,3,2,3,2,1,2,2
국외영화,미국,시티워,청소년관람불가,3,3,4,4,4,3,3
국외영화,프랑스,애니씽포허,15세이상관람가,3,2,3,3,2,2,2
국외영화,기타,걸스,청소년관람불가,4,4,4,3,4,4,4
국외영화,일본,백일몽,청소년관람불가,4,4,3,3,1,4,4
국외영화,일본,월하미인2,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,이웃집부부의빗나간욕정,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,브라더후드,15세이상관람가,3,2,3,2,2,3,2
국외영화,미국,헬프,전체관람가,1,1,1,1,1,1,1
국외영화,기타,웰컴투사우스,전체관람가,1,1,1,1,1,1,1
국외영화,미국,샤크나이트3D,15세이상관람가,3,3,3,3,1,3,3
국외영화,미국,리얼스틸,12세이상관람가,2,1,2,1,1,2,2
국외영화,미국,라이프인어데이(생의하루),12세이상관람가,2,1,2,2,1,1,1
국외영화,기타,트롤사냥꾼,12세이상관람가,2,1,1,2,1,1,2
국외영화,기타,쓰리,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,오픈그래이브스,청소년관람불가,3,2,4,4,1,3,3
국외영화,미국,킬러엘리트,청소년관람불가,3,3,4,3,2,3,3
국외영화,미국,컨테이젼,12세이상관람가,2,1,1,2,1,2,1
국외영화,미국,일트로바토레,전체관람가,1,1,1,1,1,1,1
국외영화,일본,가슴배구단,12세이상관람가,2,2,2,1,1,2,2
국외영화,미국,샤크나이트,15세이상관람가,3,3,3,3,1,3,3
국외영화,일본,고질라-파이널워즈,전체관람가,1,1,1,1,1,1,1
국외영화,기타,비우티풀,청소년관람불가,4,3,3,3,4,3,3
국외영화,일본,"게이샤,오후의정사",청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,도시락집처녀,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,당신은몇번째인가요?,청소년관람불가,4,4,1,1,1,4,3
국외영화,미국,프라울,청소년관람불가,3,1,4,4,4,3,4
국외영화,미국,파이널데스티네이션5,청소년관람불가,4,2,4,4,1,3,1
국외영화,프랑스,지골라,청소년관람불가,4,4,3,1,2,4,4
국외영화,기타,사색야화2,청소년관람불가,4,4,3,1,1,3,4
국외영화,일본,"간호사,오후의정사",청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,덫에걸린여자,청소년관람불가,4,4,1,3,1,4,4
국외영화,일본,색정단지부인,청소년관람불가,4,4,3,2,1,4,4
국외영화,일본,신-하고싶은형수,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,애무,청소년관람불가,4,4,3,1,3,4,4
국외영화,프랑스,러버스가이드,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,티파니에서 아침을,12세이상관람가,2,2,1,1,1,2,2
국외영화,기타,사색야화,청소년관람불가,4,4,1,1,1,4,4
국외영화,영국,앨리스크리드의실종,청소년관람불가,4,4,4,4,2,4,4
국외영화,기타,쥴리의육지대모험,전체관람가,1,1,1,1,1,1,1
국외영화,미국,파이널데스티네이션5(3D),청소년관람불가,4,2,4,4,1,3,2
국외영화,기타,소걸아:취권의창시자,15세이상관람가,2,1,3,3,1,2,3
국외영화,프랑스,나넬모차르트,12세이상관람가,2,2,1,1,1,2,1
국외영화,일본,소중한사람,전체관람가,1,1,1,1,1,1,1
국외영화,일본,코쿠리코언덕에서,12세이상관람가,2,1,1,1,1,2,1
국외영화,일본,모델유코의불륜,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,레스트리스,12세이상관람가,2,1,2,1,1,2,2
국외영화,미국,앵거스통스,12세이상관람가,2,2,1,1,1,2,2
국외영화,일본,음란한첫경험,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,콜롬비아나,15세이상관람가,3,3,3,3,1,3,3
국외영화,일본,극장판 닷핵퀀텀:숨겨진몬스터의비밀,전체관람가,1,1,1,1,1,1,1
국외영화,기타,"리벤지,미친사랑이야기",청소년관람불가,4,4,4,3,2,4,4
국외영화,일본,동급생의비밀섹스,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,스롤란마이러브,15세이상관람가,3,2,1,1,2,3,2
국외영화,기타,스무살의침대,청소년관람불가,3,4,2,1,2,3,3
국외영화,기타,그라도3-미친섹시코미디,청소년관람불가,4,4,2,1,1,4,4
국외영화,기타,신호소자,12세이상관람가,2,1,2,1,1,2,1
국외영화,일본,사쿠라의비밀애,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,문빔베어,전체관람가,1,1,1,1,1,1,1
국외영화,기타,스트리트 파이터: 춘리의 전설,15세이상관람가,3,2,3,2,1,3,2
국외영화,미국,돈비어프레이드-어둠속의속삭임,15세이상관람가,3,1,3,3,1,2,2
국외영화,미국,개구쟁이스머프(3D),전체관람가,1,1,1,1,1,1,1
국외영화,기타,세얼간이-인도판,12세이상관람가,2,2,2,1,1,2,2
국외영화,일본,강아지와나의10가지약속,전체관람가,1,1,1,1,1,1,1
국외영화,프랑스,퍼블릭에너미넘버원,청소년관람불가,4,4,4,2,1,4,4
국외영화,일본,마리와강아지이야기,전체관람가,1,1,1,1,1,1,1
국외영화,일본,에로닌자카즈미5화,청소년관람불가,4,4,3,2,1,3,3
국외영화,일본,뜨겁고달콤한밤,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,드라이브앵그리3D,청소년관람불가,4,4,4,3,2,4,4
국외영화,기타,클래쉬,청소년관람불가,3,3,4,3,1,3,2
국외영화,기타,사운드오브노이즈,12세이상관람가,2,1,1,1,1,2,2
국외영화,일본,간츠:퍼펙트앤서,청소년관람불가,3,1,4,4,1,2,1
국외영화,미국,로맨틱크라운,12세이상관람가,2,1,1,1,1,2,2
국외영화,영국,오리백작,전체관람가,1,1,1,1,1,1,1
국외영화,미국,카프리치오,전체관람가,1,1,1,1,1,1,1
국외영화,미국,몬테카를로,12세이상관람가,2,1,1,1,1,2,1
국외영화,영국,선물가게를지나야출구,12세이상관람가,2,2,1,1,1,2,2
국외영화,미국,미들맨,청소년관람불가,4,4,4,1,4,4,4
국외영화,미국,혹성탈출:진화의시작,12세이상관람가,2,1,2,1,2,1,1
국외영화,프랑스,샤넬과스트라빈스키,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,별을쫓는아이,전체관람가,1,1,1,1,1,1,1
국외영화,미국,인시디어스,15세이상관람가,3,1,3,3,1,3,2
국외영화,일본,록본기 호스티스 납치사건,청소년관람불가,4,4,4,3,1,4,4
국외영화,일본,섹스콜렉터,청소년관람불가,4,4,3,1,1,4,4
국외영화,미국,딥인더밸리,청소년관람불가,4,4,1,1,1,4,3
국외영화,일본,양과자점코안도르,전체관람가,1,1,1,1,1,1,1
국외영화,일본,최고의섹스그리고사랑,청소년관람불가,4,4,1,1,1,4,3
국외영화,미국,아프리칸캣츠,전체관람가,1,1,1,1,1,1,1
국외영화,미국,드라이브앵그리,청소년관람불가,4,4,4,3,2,4,4
국외영화,미국,퍼스트어벤져3D,12세이상관람가,1,1,2,1,1,1,2
국외영화,기타,세얼간이,12세이상관람가,2,2,2,1,1,2,2
국외영화,기타,샤오린:최후의결전,15세이상관람가,2,1,3,2,1,2,2
국외영화,일본,은밀한도촬,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,관능병동빨간입술,청소년관람불가,4,4,1,2,1,4,2
국외영화,일본,살결사이로,청소년관람불가,4,4,4,2,1,4,4
국외영화,일본,여자들의음화,청소년관람불가,4,4,2,1,1,4,3
국외영화,일본,극장판아따맘마3D:엄마는초능력자,전체관람가,1,1,1,1,1,1,1
국외영화,기타,타한-수류탄을쥔소년,12세이상관람가,2,1,2,2,1,2,2
국외영화,미국,하이브리드,15세이상관람가,2,1,3,3,1,2,1
국외영화,일본,내남자의남자친구,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,새엄마는동갑내기,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,여교사N,청소년관람불가,4,4,1,1,1,4,4
국외영화,영국,원라이프,전체관람가,1,1,1,1,1,1,1
국외영화,기타,릴라릴라,12세이상관람가,2,1,2,1,1,2,2
국외영화,일본,음탕한고양이들,청소년관람불가,4,4,1,1,1,4,3
국외영화,미국,파퍼씨네펭귄들,전체관람가,1,1,1,1,1,1,1
국외영화,미국,졸업파티,12세이상관람가,1,2,1,1,1,2,2
국외영화,일본,극장판도라에몽:진구와철인군단-날아라천사들,전체관람가,1,1,1,1,1,1,1
국외영화,미국,카우보이&amp;에이리언,15세이상관람가,2,1,3,3,1,3,1
국외영화,기타,이소룡전,전체관람가,1,1,1,1,1,1,1
국외영화,미국,언피니시드,15세이상관람가,3,2,3,2,2,3,1
국외영화,일본,내가원하는남자,청소년관람불가,4,4,4,2,3,4,3
국외영화,미국,드림오브스카이3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,내여자친구의결혼식,청소년관람불가,3,4,3,2,3,4,4
국외영화,일본,간츠,15세이상관람가,2,1,3,2,1,3,3
국외영화,미국,데스드라이브,15세이상관람가,3,3,3,3,2,3,2
국외영화,미국,람메르무어의루치아,전체관람가,1,1,1,1,1,1,1
국외영화,기타,미싱-심해미인,12세이상관람가,2,1,2,2,2,2,1
국외영화,미국,행오버2,청소년관람불가,4,4,4,2,3,4,3
국외영화,미국,개구쟁이스머프,전체관람가,1,1,1,1,1,1,1
국외영화,미국,퍼스트어벤져,12세이상관람가,2,1,2,1,1,1,1
국외영화,미국,해리포터와죽음의성물2(3D),전체관람가,1,1,1,1,1,1,1
국외영화,기타,그을린사랑,청소년관람불가,4,2,4,3,1,3,2
국외영화,일본,명탐정코난:침묵의15분,전체관람가,1,1,1,1,1,1,1
국외영화,기타,금병매2,청소년관람불가,4,4,2,1,2,4,4
국외영화,프랑스,호드,청소년관람불가,3,1,4,4,3,2,1
국외영화,프랑스,사라의열쇠,12세이상관람가,2,1,2,2,1,2,1
국외영화,기타,엘리트스쿼드2,청소년관람불가,4,1,4,2,2,3,4
국외영화,미국,카2(3D),전체관람가,1,1,1,1,1,1,1
국외영화,미국,트랜스포머3(3D),12세이상관람가,1,2,2,1,1,2,1
국외영화,미국,카2,전체관람가,1,1,1,1,1,1,1
국외영화,프랑스,포인트 블랭크,청소년관람불가,4,2,4,2,3,3,4
국외영화,기타,헤어드레서,15세이상관람가,3,3,1,1,1,3,2
국외영화,일본,에로닌자카즈미4화,청소년관람불가,4,4,3,2,1,4,2
국외영화,미국,비기너스,15세이상관람가,3,2,1,1,1,3,3
국외영화,일본,에로닌자카즈미2화,청소년관람불가,4,4,4,2,1,4,1
국외영화,일본,에로닌자카즈미3화,청소년관람불가,4,4,3,1,1,4,2
국외영화,미국,트루저스티스,15세이상관람가,3,2,3,1,3,3,3
국외영화,미국,해리포터와죽음의성물2,전체관람가,1,1,1,1,1,1,1
국외영화,미국,트랜스포머3,12세이상관람가,1,1,2,1,1,2,1
국외영화,프랑스,파리넬리,청소년관람불가,4,4,1,1,1,3,3
국외영화,기타,타이페이카페스토리,전체관람가,1,1,1,1,1,1,1
국외영화,기타,소년KJ,전체관람가,1,1,1,1,1,1,1
국외영화,일본,내일의죠,15세이상관람가,3,1,3,2,1,2,1
국외영화,일본,아내의은밀한매력,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,저스틴비버:네버세이네버(2D),전체관람가,1,1,1,1,1,1,1
국외영화,미국,웨이팅포슈퍼맨,전체관람가,1,1,1,1,1,1,1
국외영화,미국,배드티쳐,청소년관람불가,4,4,1,1,4,4,3
국외영화,미국,그린랜턴:반지의선택3D,12세이상관람가,1,1,2,2,2,2,2
국외영화,기타,초민망한능력자들,12세이상관람가,2,2,2,2,2,2,1
국외영화,미국,김정일리아,전체관람가,1,1,1,1,1,1,1
국외영화,일본,뿌양의첫경혐,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,푸른하늘-끝없는욕정,청소년관람불가,4,4,4,3,3,4,4
국외영화,일본,하나이사치코의화려한일생,청소년관람불가,4,4,3,1,1,4,4
국외영화,일본,해변가욕망의소리,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,황혼-몇살이되어도남자와여자,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,음모자,12세이상관람가,2,1,2,2,1,2,1
국외영화,일본,고녀석맛나겠다,전체관람가,1,1,1,1,1,1,1
국외영화,미국,바니버디(더빙),전체관람가,1,1,1,1,1,1,1
국외영화,미국,슈퍼에이트,12세이상관람가,1,1,2,2,1,2,2
국외영화,미국,비치슬랩,청소년관람불가,4,4,4,4,3,4,3
국외영화,일본,단지부인-동창회,청소년관람불가,4,4,2,1,1,4,4
국외영화,기타,정무문:100대1의전설,15세이상관람가,3,1,3,3,1,3,3
국외영화,미국,다크리벤지,15세이상관람가,3,3,3,2,2,2,2
국외영화,미국,타우리스의이피게네이아,전체관람가,1,1,1,1,1,1,1
국외영화,미국,빨간모자의진실2(더빙),전체관람가,1,1,1,1,1,1,1
국외영화,미국,빨간모자의진실2,전체관람가,1,1,1,1,1,1,1
국외영화,미국,와일드오션3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,그린랜턴:반지의선택,12세이상관람가,1,1,2,2,2,2,2
